216.698000000	0.0232457	0.0197588	0.12	0.0232457	0.0232457	0.0232457	216.699000000	0.000582361	-0.000313304	0.124628	0.000628318	0.000628319	0.000628635	
216.699000000	0.0238738	0.0202928	0.12	0.0238738	0.0238738	0.0238738	216.699000000	0.00309128	-0.000737017	0.124615	0.00128001	-0.00171807	0.000620905	
216.700000000	0.024502	0.0208267	0.12	0.024502	0.024502	0.024502	216.700000000	0.00690735	-0.00122652	0.124588	0.001631	-0.00342265	0.000625054	
216.701000000	0.0251301	0.0213606	0.12	0.0251301	0.0251301	0.0251301	216.702000000	0.0118761	0.00155011	0.124553	0.00168099	-0.00445873	0.000709748	
216.703000000	0.0263863	0.0224284	0.12	0.0263863	0.0263863	0.0263863	216.702000000	0.0118761	0.00155011	0.124553	0.00168099	-0.00445873	0.000709748	
216.703000000	0.0263863	0.0224284	0.12	0.0263863	0.0263863	0.0263863	216.704000000	0.0240618	0.00123178	0.12449	0.00131378	-0.00549538	0.000693547	
216.704000000	0.0270144	0.0229622	0.12	0.0270144	0.0270144	0.0270144	216.704000000	0.0305168	-0.00124667	0.12447	0.00104941	-0.00550429	0.000800206	
216.705000000	0.0276425	0.0234961	0.12	0.0276425	0.0276425	0.0276425	216.706000000	0.03659	-0.000489234	0.124459	0.000740151	-0.00507869	0.000621189	
216.706000000	0.0282706	0.02403	0.12	0.0282706	0.0282706	0.0282706	216.707000000	0.0418998	4.16212e-05	0.124458	0.000423071	-0.00423264	0.000690583	
216.707000000	0.0288986	0.0245638	0.12	0.0288986	0.0288986	0.0288986	216.708000000	0.0460812	-0.00051434	0.124471	0.00011469	-0.00305508	0.00076501	
216.708000000	0.0295267	0.0250977	0.12	0.0295267	0.0295267	0.0295267	216.709000000	0.0488771	-0.000906322	0.124495	-0.000159943	-0.00163742	0.00075539	
216.709000000	0.0301547	0.0256315	0.12	0.0301547	0.0301547	0.0301547	216.710000000	0.0518371	0.000868186	0.124517	6.56861e-05	-0.00167666	0.000783622	
216.710000000	0.0307827	0.0261653	0.12	0.0307827	0.0307827	0.0307827	216.711000000	0.052388	-0.00135087	0.124549	-0.000287748	0.000345222	0.000891997	
216.711000000	0.0314108	0.0266991	0.12	0.0314108	0.0314108	0.0314108	216.712000000	0.051383	0.00160922	0.124587	-0.000542432	0.00221447	0.000766212	
216.712000000	0.0320388	0.0272329	0.12	0.0320388	0.0320388	0.0320388	216.714000000	0.0451065	0.00192097	0.124668	-0.000598284	0.00677058	0.00061614	
216.714000000	0.0332947	0.0283005	0.12	0.0332947	0.0332947	0.0332947	216.714000000	0.0451065	0.00192097	0.124668	-0.000598284	0.00677058	0.00061614	
216.714000000	0.0332947	0.0283005	0.12	0.0332947	0.0332947	0.0332947	216.715000000	0.0404032	-0.00207698	0.124702	-0.000438136	0.00758479	0.000769212	
216.715000000	0.0339227	0.0288343	0.12	0.0339227	0.0339227	0.0339227	216.716000000	0.0352245	0.0015163	0.124723	-0.000187912	0.0079325	0.000519896	
216.716000000	0.0345506	0.029368	0.12	0.0345506	0.0345506	0.0345506	216.718000000	0.0252683	0.0006161	0.124718	0.000456311	0.0073324	0.000500378	
216.717000000	0.0351786	0.0299018	0.12	0.0351786	0.0351786	0.0351786	216.719000000	0.021278	-0.000471547	0.124686	0.000780894	0.00648771	0.000598445	
216.718000000	0.0358065	0.0304355	0.12	0.0358065	0.0358065	0.0358065	216.719000000	0.021278	-0.000471547	0.124686	0.000780894	0.00648771	0.000598445	
216.719000000	0.0364344	0.0309692	0.12	0.0364344	0.0364344	0.0364344	216.720000000	0.0184185	-0.000405912	0.124633	0.00108832	0.0052948	0.000533568	
216.720000000	0.0370623	0.031503	0.12	0.0370623	0.0370623	0.0370623	216.721000000	0.0170249	0.000847644	0.124558	0.00138185	0.00379761	0.000561114	
216.721000000	0.0376902	0.0320367	0.12	0.0376902	0.0376902	0.0376902	216.722000000	0.0171976	-0.00141123	0.124466	0.00160927	0.00219687	0.000620933	
216.722000000	0.038318	0.0325703	0.12	0.038318	0.038318	0.038318	216.724000000	0.0200138	-0.0014483	0.124256	0.00123223	0.000161455	0.000667427	
216.724000000	0.0395737	0.0336377	0.12	0.0395737	0.0395737	0.0395737	216.724000000	0.0200138	-0.0014483	0.124256	0.00123223	0.000161455	0.000667427	
216.724000000	0.0395737	0.0336377	0.12	0.0395737	0.0395737	0.0395737	216.725000000	0.0233436	0.00128684	0.124147	0.00143829	-0.00158036	0.000490965	
216.725000000	0.0402015	0.0341713	0.12	0.0402015	0.0402015	0.0402015	216.726000000	0.0277731	-0.00166024	0.124038	0.00157268	-0.00303614	0.00061661	
216.726000000	0.0408294	0.0347049	0.12	0.0408294	0.0408294	0.0408294	216.727000000	0.0330366	0.00150234	0.123933	0.00153436	-0.00388765	0.000484828	
216.727000000	0.0414571	0.0352386	0.12	0.0414571	0.0414571	0.0414571	216.728000000	0.0388379	-0.00155182	0.123839	0.00136871	-0.00428357	0.000669071	
216.728000000	0.0420849	0.0357722	0.12	0.0420849	0.0420849	0.0420849	216.730000000	0.0500419	-0.00082428	0.123701	0.000723734	-0.00361658	0.000686581	
216.730000000	0.0433404	0.0368393	0.12	0.0433404	0.0433404	0.0433404	216.730000000	0.0500419	-0.00082428	0.123701	0.000723734	-0.00361658	0.000686581	
216.730000000	0.0433404	0.0368393	0.12	0.0433404	0.0433404	0.0433404	216.731000000	0.0547662	-0.000144354	0.123663	0.000436868	-0.00292887	0.000595794	
216.731000000	0.0439681	0.0373729	0.12	0.0439681	0.0439681	0.0439681	216.732000000	0.0585631	-0.000391409	0.123644	0.00019261	-0.00200466	0.000663998	
216.732000000	0.0445958	0.0379064	0.12	0.0445958	0.0445958	0.0445958	216.733000000	0.0611705	-0.000732248	0.123643	-3.39314e-05	-0.000820209	0.000704734	
216.733000000	0.0452235	0.03844	0.12	0.0452235	0.0452235	0.0452235	216.734000000	0.0624655	0.00108287	0.123659	-0.000220215	0.000503913	0.000767777	
